video_id,as_of_date_utc,viewCount,likeCount,commentCount
BFTf1HPwydM,2025-09-11,2012,21,0
hnNXkYltz0M,2025-09-11,226,3,0
6ibYOZMjQRg,2025-09-11,425,7,1
0cjsM1J-dvY,2025-09-11,518,1,0
m3ooxzng9xI,2025-09-11,970,15,1
S5GpopGhnO0,2025-09-11,1752,20,1
SZoUvH99T_0,2025-09-11,288,1,3
R9YPvPC4cDE,2025-09-11,1016,3,0
3ZVkrep87nY,2025-09-11,4,3,0
oHO6hluYuQg,2025-09-11,241,1,0
2OW654Tbobo,2025-09-11,96,2,0
emNrdz100Gs,2025-09-11,117,3,0
EHTB3OThD-Y,2025-09-11,304,1,0
eRA_a1Xj7qE,2025-09-11,523,12,0
u_rw8GynX8Y,2025-09-11,3,0,0
YVr4oZE8BtQ,2025-09-11,0,0,0
u9wJfYjDPos,2025-09-11,0,0,0
IiuNh6FryX4,2025-09-11,378,6,0
Nu_qraxgy_0,2025-09-11,10,0,0
RO06pKxVwhs,2025-09-11,0,0,0
xff53fmEEQc,2025-09-11,15,0,0
oUzA2KhuNvg,2025-09-11,984,33,0
x0SrOS0sfVA,2025-09-11,0,0,0
KcnrNItkI8E,2025-09-11,140,0,0
OVtB1JJUixI,2025-09-11,57,0,0
41v-dJqnndE,2025-09-11,66,1,1
bta-pLM7T0Q,2025-09-11,175,5,0
g85kuSPRbqg,2025-09-11,54,0,0
xXhX_u0h4G0,2025-09-11,16,0,0
9r_mOWr3F0I,2025-09-11,1639,8,0
v66PCvENzdU,2025-09-11,3,0,0
KO-KqBrumGI,2025-09-11,37,0,0
sqyYq1UcD5U,2025-09-11,603,4,0
wO83GEQjAFM,2025-09-11,69,1,0
gTSMp7oCwAw,2025-09-11,1,0,0
y18eGZGgXyU,2025-09-11,8,0,0
0lN25PnjE_k,2025-09-11,57,0,0
HCsUQ9ye_hQ,2025-09-11,5,1,0
cVbYmXLhS3E,2025-09-11,16,2,0
KB6Oq8YVtlg,2025-09-11,1159,15,0
cNH4EcdjmJ4,2025-09-11,130,3,0
yvYyrDqy_hk,2025-09-11,256,2,0
PNDEpTqTpfY,2025-09-11,1471,39,0
KdwgcgLGSh4,2025-09-11,828,12,0
P1jj62rYWC0,2025-09-11,142,0,0
4l1dajrCNHU,2025-09-11,1156,24,0
NAH7tJQj0qk,2025-09-11,631,9,7
Hn4mTCQspX0,2025-09-11,1092,9,0
OcigO9dkFSU,2025-09-11,149,0,0
7kvpFIG-Dfc,2025-09-11,765,10,0
4ESpe6510pk,2025-09-11,0,0,0
hePkbybrcgs,2025-09-11,1030,5,0
YPwdUAyeUSQ,2025-09-11,19,2,2
GuYgyKNkRMs,2025-09-11,5,0,0
h9N72C7Tj9Y,2025-09-11,1772,17,0
M6sK0DxNE3E,2025-09-11,7,0,0
37_vCt6MnNc,2025-09-11,88,0,0
57EV9DJ84j4,2025-09-11,0,0,0
3o1WGg8KHe4,2025-09-11,874,3,0
pr4P_lVIA9k,2025-09-11,96,1,0
hwzNpUP9dqs,2025-09-11,21,0,0
0f9ZdNz-ctc,2025-09-11,1496,12,2
OMqa-FU5kSI,2025-09-11,316,3,0
qD8md_DwwYo,2025-09-11,313,3,0
_9x_sJXYQDs,2025-09-11,93,0,0
9hl7teFf2eU,2025-09-11,1200,15,0
SvP5LVsWZ0o,2025-09-11,91,2,0
xoLs3NIfvVQ,2025-09-11,208,3,0
2xtmhEdnXSM,2025-09-11,44,0,0
fcxe8L-7pSw,2025-09-11,1305,2,0
zQ80GJacp34,2025-09-11,212,2,0
FeeXMzlGZDg,2025-09-11,1314,20,0
ra4zoKrvnTM,2025-09-11,308,5,0
GOJoXJ9-rHc,2025-09-11,80,0,0
J6LgW531qPk,2025-09-11,31,5,5
gkSbEEmjmmc,2025-09-11,852,1,0
d12-zvFsG1Y,2025-09-11,2,1,0
t3OFs3NDKpE,2025-09-11,22,0,0
5O1-7ZO2JK4,2025-09-11,4,0,0
u0XTtLFuD0w,2025-09-11,4,0,0
CYOSNuXlsg8,2025-09-11,16,0,0
5WiepSmJ2q0,2025-09-11,19,0,0
MwGEca03_HE,2025-09-11,0,0,0
qUlKJc1SQks,2025-09-11,0,0,0
g_ANN-6d_qU,2025-09-11,3,1,0
xk_tieHYuFw,2025-09-11,1,0,0
lkqNOv_AWE0,2025-09-11,251,0,0
1Q_AbHwtb_M,2025-09-11,8,0,0
Yroc21q-KLo,2025-09-11,2,0,0
dcYZlykOrU8,2025-09-11,0,0,0
RwbvCDPhGuk,2025-09-11,0,0,0
Eav76dz1Qqc,2025-09-11,960,18,0
k9eideGH0HY,2025-09-11,175,0,0
--tVLCECBYk,2025-09-11,0,0,0
UzENzn38C7M,2025-09-11,405,10,4
G1YdHYPx0To,2025-09-11,226,9,0
Bs-SOmgNhZY,2025-09-11,1343,88,4
8Z0ob3SSPQ4,2025-09-11,6,1,0
Y8SaccF_1Ww,2025-09-11,9,1,0
7FbyWdbXU1o,2025-09-11,4,0,0
3KeU9kYu7mM,2025-09-11,23,2,1
RecFkxxoqU8,2025-09-11,4,1,2
_euiZLHJFHw,2025-09-11,1314,52,2
BF7-nqRSmfU,2025-09-11,481,15,0
3ofURkUNOyw,2025-09-11,368,0,3
Mwk3gTNdldw,2025-09-11,2151,17,1
PIU1QodBoKM,2025-09-11,29,3,2
p6xWeZ_1ucg,2025-09-11,161,1,0
7or6zqSMnOQ,2025-09-11,907,49,4
pJ17OwaEhwk,2025-09-11,0,0,0
bQ_YOXGCpdQ,2025-09-11,1397,85,12
ej5wuJ67RX0,2025-09-11,274,16,0
ZhFV7Kc4gDg,2025-09-11,82,8,0
b59TbGcZdYs,2025-09-11,28,0,0
NQj1qkLgrUU,2025-09-11,1812,39,0
LsJOolGidiI,2025-09-11,25,5,0
jOemmuANkWE,2025-09-11,442,3,0
UYBO4fU4oy0,2025-09-11,984,20,1
MM9xfCr-xFY,2025-09-11,284,10,0
FX1k6HfCZlw,2025-09-11,796,8,0
DoVu_FHvOiA,2025-09-11,46,1,0
GBkUP3o3P08,2025-09-11,6,0,0
mye9JzvEme0,2025-09-11,330,0,1
euT60S8Ot2k,2025-09-11,1142,20,1
_eX7I5ze5sc,2025-09-11,29,2,0
sGgaRiesA8k,2025-09-11,27,0,0
bFIXz9l20Wo,2025-09-11,67,0,0
